"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","cartres","logres"
1708,1995,"Male","$25,001 - $50,000","Single (no kids)","Current K-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Happy","Yes","","","","","","End","","","Circumstances","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yay people!","Yes","No","Yes","No","Yes","","No","","","","","No","Own","Pessimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes",FALSE,FALSE
1719,1984,"Male","$25,001 - $50,000","Married (no kids)","Bachelor's Degree","","","","","","","","","","","Yes","Yes","No","Yes","Science","Try first","Yes","No","Yes","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","","","","","","","","","","","","","","","","","","","","Yes","No","Yes","Yes",TRUE,FALSE
1723,1996,"Male","$50,000 - $74,999","Married (w/kids)","Current K-12","No","","","","","","","","","","","","","","","","","","","","","","","","","","Cool headed","Standard hours","No","Right","Yes","Yes","No","","P.M.","","End","Yes","No","Me","","","","","","Mysterious","","No","","","","","","","Yes","","Yes","","No","","Yes","","No","Space","Yes","In-person","","","Yes","Yes","Yay people!","Yes","Yes","","No","","","Yes","","","","Yes","","","Optimist","Dad","No","","","","Check!","Yes","No","No","Yes","","","Yes","","","Yes",FALSE,FALSE
1731,1964,"Male","over $150,000","Married (w/kids)","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Me","No","","","Yes","","","Yes","","Talk","People","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
1734,1972,"Female","$100,001 - $150,000","Married (w/kids)","","","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","No","Yes","Receiving","Yes","No","Idealist","No","Yes","Hot headed","Standard hours","Yes","Right","No","Yes","Yes","No","P.M.","Yes","End","No","No","Circumstances","Yes","No","Yes","Yes","No","TMI","No","No","Talk","Technology","No","Yes","Yes","No","Yes","Demanding","No","PC","No","Cautious","Yes","Yes!","No","Space","Yes","In-person","No","Yes","Yes","No","Grrr people","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Own","Pessimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","No","","Yes","Yes","Yes","No","Yes",FALSE,FALSE
1736,NA,"Male","$50,000 - $74,999","Single (w/kids)","Master's Degree","","No","No","No","Yes","Yes","Public","Yes","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","No","Receiving","Yes","No","Idealist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","No","Yes","Circumstances","No","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Tunes","People","No","No","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","No","Yes","Grrr people","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Own","Pessimist","Dad","No","Yes","Yes","No","Check!","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes",TRUE,FALSE
1748,1978,"Male","$50,000 - $74,999","Domestic Partners (no kids)","","","","","","Yes","Yes","Public","No","Yes","No","","Yes","No","Yes","Art","Study first","Yes","Yes","No","No","Giving","Yes","","","","","","","","","","","","","","","","","","","","","","","","TMI","Yes","","Talk","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","No","Yay people!","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",TRUE,FALSE
1750,1951,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","No","","No","Yes","Yes","No","Private","No","Yes","No","No","No","No","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Me","","Yes","Yes","Yes","Yes","Mysterious","No","No","Tunes","Technology","No","","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Socialize","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","No","Own","Optimist","Dad","Yes","No","No","No","","","","No","Yes","No","No","Yes","No","","Yes",TRUE,TRUE
1751,1995,"Male","$25,001 - $50,000","Single (no kids)","Current Undergraduate","No","No","No","No","Yes","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","No","No","Giving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","Yes","Happy","No","Yes","No","Yes","A.M.","Yes","End","Yes","No","Circumstances","No","Yes","Yes","No","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","Yes","PC","Yes","Risk-friendly","No","Yes!","Yes","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","Rent","Optimist","","No","No","No","Yes","Nope","Yes","No","No","Yes","No","Yes","Only-child","Yes","No","No",FALSE,FALSE
1757,1999,"Female","under $25,000","Single (no kids)","Current K-12","","Yes","No","No","No","Yes","Public","Yes","No","No","Yes","No","Yes","Yes","Science","Try first","No","Yes","No","No","Receiving","No","Yes","Idealist","No","Yes","Hot headed","Odd hours","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","Yes","Yes","Yes","No","No","No","Yes","","","","","","","","No","Check!","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes",FALSE,FALSE
1763,1952,"Female","$100,001 - $150,000","Single (w/kids)","","Yes","No","No","Yes","No","Yes","Public","No","Yes","No","No","No","No","","","Study first","Yes","No","No","No","Giving","No","No","Pragmatist","Yes","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","Yes","No","TMI","No","No","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Cautious","Yes","Umm...","Yes","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes",FALSE,FALSE
1766,1974,"Male","$50,000 - $74,999","Married (w/kids)","High School Diploma","Yes","No","No","Yes","Yes","No","Private","No","Yes","No","No","No","No","Yes","Science","Study first","No","No","No","No","Giving","Yes","Yes","Idealist","Yes","No","Hot headed","Odd hours","No","Right","No","Yes","Yes","Yes","A.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","Yes","Yes","Mysterious","No","Yes","Tunes","People","No","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","","Yes","Yay people!","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Own","Optimist","Mom","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",FALSE,FALSE
1767,1997,"Male","","Single (no kids)","Current K-12","No","No","No","No","Yes","Yes","Public","Yes","No","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","No","Yes","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","Yes","Yes","Yes","TMI","No","No","Tunes","People","Yes","No","No","Yes","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Socialize","No","In-person","No","No","No","Yes","Grrr people","No","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes",FALSE,FALSE
1776,1993,"Male","$100,001 - $150,000","Single (no kids)","Doctoral Degree","Yes","Yes","","","","","","No","No","No","Yes","No","Yes","Yes","Science","Try first","Yes","","No","No","","Yes","Yes","","","","Cool headed","Odd hours","","","","","","","","","Start","","","Me","","Yes","Yes","","","","No","","","","","","","","","","","","","","","","No","","Yes","In-person","No","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","",FALSE,FALSE
1782,1957,"Male","over $150,000","Married (w/kids)","","","","","","","","","","","","","","","","","","","","Yes","","Giving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","Yes","Happy","Yes","Yes","No","No","A.M.","","","","","","","","","","","","Yes","","Talk","People","No","","","No","Yes","","","PC","Yes","Risk-friendly","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","No","",FALSE,FALSE
1790,1973,"Male","$75,000 - $100,000","Single (w/kids)","","No","Yes","Yes","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","No","Science","Study first","Yes","No","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","No","Yes","No","No","TMI","Yes","No","Talk","Technology","No","Yes","Yes","No","No","Demanding","No","PC","Yes","Cautious","No","Umm...","Yes","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",FALSE,FALSE
1812,1964,"Male","over $150,000","Married (w/kids)","Master's Degree","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","Yes","TMI","No","Yes","Talk","People","No","No","No","Yes","Yes","Demanding","No","Mac","No","Risk-friendly","Yes","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","Own","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",FALSE,FALSE
1816,1966,"Female","","Single (w/kids)","","Yes","No","No","No","Yes","No","Public","No","Yes","Yes","No","Yes","No","","","Try first","No","No","No","No","Receiving","No","Yes","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","No","No","","No","TMI","Yes","No","Tunes","People","Yes","No","No","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","Yes","Socialize","No","In-person","No","","Yes","No","Yay people!","No","No","No","No","No","Yes","","No","","","","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",TRUE,FALSE
1819,1986,"Male","$25,001 - $50,000","Single (no kids)","Associate's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","Yes","Me","No","No","No","No","No","TMI","No","Yes","Tunes","Technology","Yes","No","Yes","","No","Supportive","No","Mac","No","Cautious","No","","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","No","Rent","Optimist","","Yes","No","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","",TRUE,TRUE
1824,1979,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","No","No","Private","Yes","Yes","No","No","No","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","No","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","No","End","No","Yes","Circumstances","Yes","No","Yes","No","No","Mysterious","No","Yes","Talk","People","Yes","Yes","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","Yes","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes",TRUE,TRUE
1831,1946,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","","","No","No","Yes","Yes","Public","No","No","No","No","No","No","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","End","Yes","Yes","Circumstances","Yes","No","Yes","No","Yes","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","Mac","No","Cautious","No","Yes!","No","Space","No","Online","Yes","No","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","Own","Pessimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",TRUE,FALSE
1841,1955,"Male","$50,000 - $74,999","Single (no kids)","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hot headed","Odd hours","Yes","","No","Yes","Yes","","P.M.","No","Start","Yes","No","Circumstances","Yes","No","No","Yes","","","","","","","","","","","","","","","Yes","Risk-friendly","Yes","Umm...","","Space","No","In-person","No","No","","","Yay people!","Yes","No","","No","No","No","Yes","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
1857,1985,"Female","$50,000 - $74,999","Single (no kids)","Master's Degree","","","","","","","","","","","","","","","","","","","","","","","No","Idealist","Yes","No","Hot headed","","No","Happy","Yes","Yes","Yes","","P.M.","Yes","Start","","No","Me","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","Yes","Yes","No","Yes","Yes","Yes","No",FALSE,FALSE
1858,1969,"Male","over $150,000","Married (w/kids)","High School Diploma","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Art","Study first","","Yes","","","","","","Pragmatist","Yes","Yes","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","No","No","Supportive","No","Mac","","","","","","","","In-person","No","","","","","","","","","","","","","","","","","","","","","Yes","Yes","Yes","Check!","Yes","","","","","No","Yes","No","Yes","No",FALSE,FALSE
1860,1969,"Female","","Married (w/kids)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","Yes","TMI","No","Yes","Talk","People","Yes","Yes","Yes","No","","","","","","Cautious","","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","",TRUE,FALSE
1873,1948,"Male","","","","No","Yes","No","No","No","No","Public","No","Yes","No","No","No","No","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","","Yes","Happy","Yes","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Me","Yes","Yes","No","Yes","No","TMI","No","No","Talk","Technology","No","No","Yes","No","No","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","Own","Pessimist","Mom","Yes","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No",FALSE,FALSE
1876,1999,"Female","","","Current K-12","","","No","","No","No","Public","","No","No","","","","","","","","","","Yes","","No","","","Yes","Yes","","","","","","","","","A.M.","Yes","Start","Yes","Yes","Me","","Yes","No","","No","","","No","","","","No","Yes","No","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","Optimist","","No","Yes","","","Nope","No","","","Yes","","Yes","Yes","No","No","",TRUE,TRUE
1878,1995,"Male","over $150,000","Married (w/kids)","","","Yes","No","No","No","No","Public","Yes","Yes","Yes","No","Yes","No","No","Science","Study first","No","No","No","No","Receiving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","No","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","No","Demanding","Yes","PC","Yes","Risk-friendly","No","Yes!","Yes","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","No","No","No","No","Yes","No","Yes","No","No","Yes",FALSE,FALSE
1882,1991,"Male","under $25,000","Single (no kids)","Current Undergraduate","No","","No","No","Yes","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","No","No","Idealist","No","No","Hot headed","Odd hours","","Right","No","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","No","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Yay people!","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Own","Pessimist","Dad","Yes","No","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No",FALSE,FALSE
1884,1981,"Male","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","No","Yes","No","Yes","","No","Public","No","Yes","No","","Yes","","","","Study first","No","Yes","","Yes","Giving","","No","","","","","","","","","","Yes","No","P.M.","","Start","Yes","Yes","Me","No","","","Yes","","TMI","","No","Talk","Technology","No","","","","","","","","Yes","Cautious","No","","No","Socialize","Yes","In-person","Yes","No","Yes","No","Grrr people","Yes","No","","","","","Yes","","","","","","Rent","","","","Yes","","","","Yes","No","","Yes","Yes","Yes","Yes","Yes","No","",TRUE,FALSE
1890,1973,"Male","over $150,000","Single (w/kids)","Bachelor's Degree","","No","No","Yes","No","Yes","Public","No","No","No","Yes","No","No","Yes","Art","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","","Yes","No","A.M.","Yes","End","Yes","No","Me","Yes","","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","Mac","No","Cautious","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",FALSE,FALSE
1905,1992,"Male","over $150,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes",FALSE,FALSE
1906,1977,"Male","over $150,000","Married (w/kids)","Doctoral Degree","","Yes","No","Yes","","","","No","Yes","No","Yes","No","","","","Study first","No","Yes","No","Yes","Giving","No","No","Pragmatist","Yes","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","No","End","Yes","Yes","Me","Yes","Yes","Yes","No","No","Mysterious","No","No","Talk","Technology","No","Yes","Yes","Yes","No","Supportive","Yes","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","","Yes","Yes","Grrr people","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Own","Pessimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",TRUE,FALSE
1913,1968,"Male","$75,000 - $100,000","Married (w/kids)","Associate's Degree","","","","","Yes","Yes","Public","No","No","No","No","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supportive","Yes","PC","Yes","Cautious","No","Umm...","No","Socialize","Yes","In-person","Yes","No","Yes","No","Grrr people","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","Own","Pessimist","Dad","Yes","Yes","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",FALSE,FALSE
1918,1983,"Male","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","No","Yes","No","Giving","No","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","No","Yes","Yes","Mysterious","Yes","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","No","No","No","No","","","No","No","No","Rent","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",TRUE,FALSE
1921,1951,"Female","$75,000 - $100,000","Married (w/kids)","Master's Degree","","Yes","Yes","Yes","No","Yes","Public","No","Yes","No","No","No","Yes","","","Try first","Yes","Yes","Yes","Yes","Receiving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","No","End","No","No","Me","Yes","Yes","Yes","No","No","Mysterious","No","Yes","Talk","Technology","No","Yes","Yes","No","Yes","Demanding","Yes","Mac","Yes","Risk-friendly","Yes","Umm...","No","Space","Yes","Online","No","No","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","Yes","No","Yes","No","No","No","Own","Optimist","Mom","No","Yes","Yes","No","Nope","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No",FALSE,FALSE
1925,1940,"Male","$50,000 - $74,999","Married (no kids)","Master's Degree","No","Yes","No","No","No","No","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Idealist","Yes","No","Hot headed","Odd hours","","Right","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","Yes","TMI","No","No","Tunes","Technology","No","No","Yes","No","No","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Own","","","","","","","Check!","No","No","No","Yes","No","Yes","Yes","No","No","Yes",TRUE,FALSE
1936,1996,"Male","under $25,000","Single (no kids)","High School Diploma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
1940,1970,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Circumstances","No","No","Yes","No","Yes","Mysterious","No","Yes","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","No","Yes","Yes","Yes","Grrr people","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",TRUE,FALSE
1941,1960,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","Yes","No","Giving","Yes","No","Idealist","Yes","No","","","","","","","","","","","","","","","","","","","","","No","Yes","Talk","People","","","","","","","","","","Risk-friendly","No","","No","","No","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
1947,1969,"Female","over $150,000","Married (no kids)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
1948,1981,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","","Yes","No","","No","No","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","Yes","No","Yes","Yes","Giving","Yes","No","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Me","Yes","","No","","No","TMI","Yes","Yes","Tunes","People","No","Yes","Yes","No","Yes","Demanding","Yes","Mac","Yes","Cautious","Yes","Yes!","Yes","Space","No","In-person","Yes","Yes","","Yes","Grrr people","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes",FALSE,FALSE
1959,1969,"Female","over $150,000","Married (no kids)","Bachelor's Degree","No","No","No","No","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","No","No","Yes","Yes","No","TMI","","Yes","Tunes","Technology","","No","No","No","Yes","Demanding","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Own","","","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",FALSE,FALSE
